id_recette,url,titre,categorie_principale,sous_categorie,temps_cuisson,temps_total,nombre_personnes,ingredients,instructions,est_laitier,symptomes_contre_indiques,teneur_en_polyphenols
132,https://www.choumicha.ma/recette/105-abricots-et-pruneaux-farcis-a-la-viande-hachee-et-aux-noix.html,Abricots et pruneaux farcis à la viande hachée et aux noix,Saveurs du maroc,Plats de viandes,30m,1h,4,Pour la kefta : | 400 g de viande d'agneau hachée | 50 g d'oignon émincé | 20 g de beurre | 2 c. à soupe de persil émincé | 1/2 c. à café de poivre | 4 pincées de noix de muscade | 1/2 c. à café de gingembre | 4 pincées de mastic (gomme arabique) | 1/2 c. à café de sel | 1/4 c. à café de cannelle | 80 g de noix | Pour la sauce : | 350 g de pruneaux charnus | 350 g d'abricots secs | 1 oignon émincé | 40 g de beurre | 15 cl de bouillon de viande | 1 bâtonnet de cannelle | 1/4 c. à café de gingembre | 1/2 c. à café de sel | 1 pincée de noix de muscade | 1 pincée de poivre | 2 c. à soupe de miel | Pour servir : | 4 cerneaux de noix,"Préparation | Passer les noix au four chaud pendant 3 mn, les frotter avec un torchon propre pour les débarrasser de leur peau et les réduire en pâte. | Dans une poêle sur feu doux, faire dorer l’oignon émincé dans le beurre. | Dans un bol, mélanger la viande hachée avec les épices, la pâte de noix, le persil et l’oignon doré pour obtenir une préparation homogène. En confectionner des boulettes de taille moyenne et les réserver. | Dénoyauter les pruneaux et ouvrir les abricots avec la pointe d’un couteau. Farcir délicatement les fruits avec les boulettes de kefta. | Dans une marmite sur feu doux, faire revenir l’oignon dans le beurre fondu en remuant jusqu'à ce qu'il prenne une couleur dorée. Disposer les fruits farcis sur l’oignon, ajouter les épices et mouiller avec le bouillon. Couvrir et laisser mijoter sur feu doux jusqu’à épaississement de la sauce. | Napper les fruits de miel, remuer délicatement en tenant la marmite par les anses et retirer du feu. Servir les fruits farcis de viande hachée nappés de sauce et décorés avec les cerneaux de noix grillés. | Bon à savoir : ces fruits farcis peuvent servir de graniture à un Mechoui ou un plat de viande M'qalli.",False,1|2|3|6,290.53
133,https://www.choumicha.ma/recette/1158-crevettes-a-la-plancha-sauce-au-piment.html,"Crevettes à la plancha, sauce au piment",Saveurs du maroc,Poissons et crustacés,1m,20m,4,600 g de grosses crevettes | Pour la sauce : | jus d’1/2 citron | 3 c. à soupe de mayonnaise | 2 c. à soupe d’eau | 1 piment rouge fort émincé | 1/2 gousse d’ail émincée | sel et poivre,"Préparation | Dans un bol, déposer la mayonnaise et rajouter le reste des ingrédients en mélangeant pour obtenir une sauce homogène. | Goutter et rectifier l’assaisonnement. | Chauffer une plancha ou une poêle antiadhésive, y faire griller les crevettes sur feu moyen pendant 1 minute environ. | Servir les crevettes accompagnées de sauce au piment et de tranches de citron.",False,1|2|3|5,34.84
134,https://www.choumicha.ma/recette/1258-maaqouda-a-la-viande-hachee.html,Maâqouda à la viande hachée,Saveurs du maroc,Plats de viandes,1h,1h 20m,6,400 g de viande hachée épicée | 4 c. à soupe de chapelure | 1 oignon émincé | 5 c. à soupe d’huile d’olive | 3 courgettes | 1 poivron rouge | 3 brins de thym | 80 g de fromage râpé | 1 c. à café de sel | ½ c. à café de poivre | 8 oeufs | 2 c. à soupe de lait,"Préparation | Griller le poivron rouge, le peler, l’épépiner et le détailler en fines lanières. Couper les courgettes en fins bâtonnets et les faire frire avec les lanières de poivron dans 3 c. à soupe d’huile. | Dans une poêle sur feu doux, faire dorer l’oignon dans 2 c. à soupe d’huile. | Dans un bol, mélanger la viande hachée avec la chapelure, l’oignon doré et 4 oeufs. Saler et poivrer. | Dans un autre bol, mélanger les oeufs restants avec le fromage, le lait, le sel et le poivre. | Dans un moule tapissé de papier sulfurisé, déposer la préparation à la viande hachée, la garnir de courgettes et de poivron puis saupoudrer de thym. | Verser les oeufs au fromage sur les légumes et placer le moule au four préchauffé à 170°C pendant 25 à 30 mn environ. | Eteindre le four et laisser reposer la Maâqouda 10 mn. Démouler la Maâqouda et la laisser refroidir sur du papier absorbant. | Servir la Maâqouda accompagnée d’une salade de crudités.",True,1|2|3|6,41.01
135,https://www.choumicha.ma/recette/513-club-sandwich-au-saumon-fume.html,Club sandwich au saumon fumé,Saveurs du maroc,Plats principaux,0m,20m,4,12 tranches de pain de mie (de préférence complet) | 320 g de saumon fumé | 1 concombre | 8 œufs de caille | 100 g de fromage blanc | 1 cuillerée à café d’aneth ciselé | Quelques pousses d’épinard ou feuilles de laitue | Sel et poivre,"Préparation | Mélanger le fromage blanc avec l’aneth, saler et poivrer. Couper le concombre en fines rondelles. Faire cuire les œufs de caille à l’eau pendant 5 mn, les rafraîchir, les écaler et les couper en deux. | Tartiner une tranche de pain avec le fromage blanc, recouvrir avec des rondelles de concombre, déposer par-dessus le saumon fumé puis les quatre demi-œufs, garnir de pousses d'épinard ou de feuilles de laitue. | Tartiner la deuxième tranche de pain de fromage et la garnir de saumon, de tranches de concombre et de pousses d'épinard, en recouvrir la première. Finir le sandwich avec une tranche de pain de mie. | A l'aide d'un couteau tranchant, retirer la croûte du pain de mie. Maintenir le sandwich fermé à l'aide d'un pic en bois. Recommencer jusqu'à épuisement des ingrédients.",False,2|3|5,319.67
136,https://www.choumicha.ma/recette/785-millefeuilles-aux-peches-roties-glace-a-la-vanille.html,"Millefeuilles aux pêches rôties, glace à la vanille",Saveurs du maroc,Plats principaux,12m,30m,4,400 g de pâte feuilletée (Voir la recette annexe en bas de la page) | 4 pêches coupées en quartiers réguliers | 1 c. à soupe d’huile d’olive extra vierge | 30 g de beurre | 2 c. à soupe de miel de fleurs d’oranger | Pour servir : | 4 boules de glace à la vanille | 1 c. à soupe de sucre glace,"Préparation | Astuces et conseils pour bien réussir les recettes à base de pâte feuilletée. | Etaler la | pâte feuilletée | en une fine abaisse rectangulaire, la piquer avec une fourchette et la déposer sur une plaque tapissée de papier de cuisson. | Réserver au frais pendant 15 mn. | Recouvrir la pâte avec un autre papier de cuisson et l’alourdir avec une plaque pour l’empêcher de gonfler. Cuire la pâte au four préchauffé à 170°C pendant 10 mn. | Retirer la plaque et le papier de cuisson et laisser dorer la pâte. | Découper 12 rectangles dans la | pâte feuilletée | et les réserver. | Badigeonner les quartiers de pêches avec l’huile d’olive et les griller 2 mn sur une plaque. | Faire fondre le beurre et le miel pour obtenir un caramel. Passer les quartiers de pêches dans le caramel avant de monter les millefeuilles. | Saupoudrer les millefeuilles de sucre glace et les servir avec des boules de glace à la vanille. | Bon à savoir : | Les pêches peuvent être remplacées par des pommes, des poires ou des nectarines…Le succès est toujours garanti.",False,1|6,50.67
137,https://www.choumicha.ma/recette/663-mousse-de-fromage-frais-cremeux-aux-fruits-seches.html,Fromage de chèvre aux fruits secs,Saveurs du maroc,Plats principaux,5m,30m,4,40 g d’abricots secs | 40 g de figues sèches | 20 g de raisins secs | 50 g d’amandes entières ou effilées | 50 g de cerneaux de noix | 200 g de fromage de chèvre frais | 1 c. à soupe de miel d’oranger | 1 pincée de cannelle moulue | Pour le sirop : | 3 c. à soupe de sucre semoule | 2 c. à soupe d'eau,"Préparation | Tailler les figues et les abricots en bâtonnets et les mélanger avec les raisins secs. | Les tremper dans un peu d’eau pendant 10 mn et les égoutter. | Préparer un sirop épais avec le sucre et l’eau et le laisser refroidir. Mélanger les fruits secs avec le sirop de sucre. | Griller les noix et les amandes et les concasser grossièrement. | Ajouter les fruits secs au mélange amandes/noix, assaisonner avec un peu de  cannelle moulue et réserver. | Battre vigoureusement le fromage de chèvre frais avec le miel pour obtenir une préparation lisse. | Répartir la préparation au fromage dans 4 verres, les garnir de fruits secs. Servir le dessert bien frais.",False,2|5|6,867.1
138,https://www.choumicha.ma/recette/697-tarte-a-la-creme-au-citron-et-aux-fraises-2.html,Tarte à la crème au citron et aux fraises,Saveurs du maroc,Desserts et pâtisseries,15m,1h,8,Pour la crème au citron : | 150 g de sucre semoule | 10 g de maïzena | Zeste de 3 citrons | 3 œufs | 20 cl de jus de citron | 50 g de beurre | Pour la pâte : | 120 g d’amandes grillées et moulues | 200 g de farine | ¼ c à café de sel | 70 g de sucre semoule | 125 g de beurre | 2 jaunes d’œufs | Pour le décor : | 500 g de fraises | 150 g de framboises | 2 c à soupe de nappage | Feuilles de menthe,"Préparation | Dans une casserole, mélanger le sucre avec la Maïzena, les œufs, le zeste et le jus de citron. | Faire cuire à feu doux et en remuant sans cesse jusqu'à épaississement. Retirer la crème au citron du feu et lui incorporer le beurre. Laisser refroidir la crème. | Travailler les amandes avec la farine, le sel, le sucre semoule et le beurre. Rajouter les jaunes d'œufs et mélanger tous les ingrédients pour avoir une pâte homogène. Recouvrir la pâte de film alimentaire et la placer au réfrigérateur pendant 15 mn pour faciliter sa manipulation. | Etaler la pâte entre deux feuilles de papier de cuisson en une abaisse de 3 mm d'épaisseur. | Garnir un moule à tarte à fond amovible, beurré et fariné, de l'abaisse de pâte obtenue. Recouvrir le fond de tarte d'une feuille de papier sulfurisé et la garnir de haricots blancs (ou de boules pour la cuisson à blanc) pour empêcher la tarte de gonfler et les bords de s'affaisser. | Cuire le fond de tarte au four préchauffé à 180°C pendant 15 mn environ. Retirer délicatement le papier de cuisson et les haricots blancs et remettre le fond de tarte au four pour le faire dorer. | Une fois doré, sortir le fond de tarte du four et le laisser refroidir complètement avant de le démouler (le biscuit et très friable et délicat). | Garnir le fond de tarte de crème au citron, disposer dessus les fraises et les framboises. Enduire les fruits de nappage et garnir la tarte de feuilles de menthe. | Servir aussitôt. | Bon à savoir : | Cette pâte à tarte est délicieuse, friable et croquante à la fois avec un magnifique parfum d'amandes. Cependant, elle demande beaucoup de patience lors de sa manipulation. | Protéger les bords de la tarte pour qu'ils ne brûlent pas avec une bande de papier d'aluminium après le retrait des haricots blancs et du papier sulfurisé.",False,1|2|3|6,855.43
139,https://www.choumicha.ma/recette/61-maamoul-aux-dattes.html,Maamoul aux dattes,Saveurs du maroc,Plats principaux,15m,6h 35m,1,Pour la pâte : | 500 g de semoule fine | 200 g de beurre fondu | 100 g de sucre semoule | 8 cl d'eau de fleurs d'oranger | 15 cl d'eau | 10 g de levure de boulanger | 1 pincée de sel | Pour la farce : | 250 g de pâte de dattes | 1 pincée de clous de girofle | Pour le décor : | Sucre glace,"Préparation | Dans un récipient, délayer la levure dans 2 c. à soupe d’eau. Ajouter la semoule, le sucre, le sel et le beurre fondu. Incorporer l’eau de fleurs d’oranger et le restant d’eau, puis pétrir la pâte 2 mn jusqu’à ce qu’elle devienne homogène. L’envelopper dans un film alimentaire et la laisser reposer au réfrigérateur pendant 6 h. | Dans un bol, mélanger la pâte de dattes et la pincée de clous de girofle puis réserver. | Confectionner des boulettes de la taille d’un abricot avec la pâte de semoule. | Dans un moule à Maâmoule fariné, étaler une boulette de pâte de semoule, y déposer un peu de pâte de dattes et la recouvrir entièrement de pâte de semoule pour obtenir un biscuit fourré. | Sur une plaque tapissée de papier sulfurisé, démouler le Maâmoule. Répéter l’opération jusqu’à épuisement des ingrédients. | Faire cuire les Maâmoule au four, à 180°C pendant 15 mn. Les laisser tiédir. Les saupoudrer de sucre glace avant de servir.",False,1|2|5|6,1288.08
140,https://www.choumicha.ma/recette/347-biscuits-au-son.html,Biscuits au son,Saveurs du maroc,Desserts et pâtisseries,15m,38m,1,125 g de beurre | 60 g de cassonade | 1 œuf | 1/2 c. à café de sel | 250 g de farine | 30 g de son de blé | 1 sachet de levure chimique (7 g) | Pour la dorure : | 1 blanc d'œuf | Pour le décor : | Amandes concassées,"Préparation | Passer le son au moulin. Travailler le beurre en pommade avec la cassonade et le sel. Ajouter l'œuf et le son. Incorporer la farine avec la levure chimique en mélangeant pour avoir une pâte homogène. Laisser reposer la pâte 10 mn au frais. | Etaler finement la pâte sur un plan de travail fariné, la détailler en biscuits à l'aide d'emporte-pièces (de la même forme et de tailles différentes). | Disposer les biscuits sur une plaque tapissée de papier sulfurisé. | Pour avoir des biscuits garnis d'amandes, les enduire de blanc d'œuf et les saupoudrer d'amandes concassées. Cuire au four préchauffé à 170°C pendant 12 à 15 mn. | Laisser refroidir les biscuits avant de les retirer de la plaque.",False,1|2|3|6,2112.45
141,https://www.choumicha.ma/recette/361-cornes-de-gazelle.html,Cornes de gazelle,Saveurs du maroc,Plats principaux,10m,23h 10m,1,Pour la pâte : | 250 g de farine | 2 c. à soupe d'eau de fleurs d'oranger | 2 c. à soupe d'huile | 1 c. à soupe de sucre glace | 1/2 c. à café de sel | 1 jaune d'œuf | 10 à 12 cl d'eau | Pour la farce aux amandes : | 650 g de pâte d'amande | 1 c. à café de cannelle | 2 c. à soupe d'eau de fleurs d'oranger | 3 pincées de mastic pilé avec un peu de sucre (gomme arabique) | 50 g de beurre,"Préparation | Dans un récipient, déposer la farine, le sel, l'huile, le sucre glace, le jaune d'œuf et l'eau de fleurs d'oranger. | Ajouter l'eau en travaillant le mélange pour obtenir une pâte homogène. | Pétrir la pâte pendant 10 mn pour la détendre et l'assouplir. | Diviser la pâte en boules et les envelopper de film alimentaire et les laisser reposer au moins 2 h pour bien détendre la pâte. | Dans un plat, mélanger | la pâte d'amande | avec le beurre, la cannelle, l'eau de fleurs d'oranger et le mastic pilé. | Étaler une boule de pâte sur un plan de travail légèrement fariné en une fine abaisse. | Déposer un doigt de pâte d'amande sur l'abaisse. Rabattre l'abaisse de pâte sur le doigt de pâte d'amande. | Pincer les bords et faire adhérer l'abaisse de pâte à la pâte d'amande en lui donnant une forme de demi-lune (comme indiqué dans la vidéo). | Découper la corne de gazelle à la roulette dentelée, recommencer jusqu'à épuisement des ingrédients. | Déposer les cornes de gazelle sur une plaque tapissée de papier sulfurisé et les laisser reposer 12 h. | Enduire les cornes de gazelle d'huile et les piquer à l'aide d'une aiguille pour permettre à la vapeur de sortir pendant la cuisson. | Cuire les cornes de gazelle au four préchauffé à 180°C jusqu'à ce qu'elles prennent une couleur paille. | Sortir les gâteaux du four et les laisser refroidir avant de les retirer de la plaque.",False,1|2|3|5|6,3396.58
